,TYPE,Lat,Long,Count,zipcode
0,LIGHT,42.232,-71.134,1,02136
1,LIGHT,42.233,-71.133,1,02136
2,LIGHT,42.234,-71.123,1,02136
3,LIGHT,42.234,-71.124,1,02136
4,LIGHT,42.234,-71.131,1,02136
5,LIGHT,42.234,-71.132,1,02136
6,LIGHT,42.234,-71.137,1,02136
7,LIGHT,42.235,-71.124,1,02136
8,LIGHT,42.235,-71.125,1,02136
9,LIGHT,42.235,-71.126,1,02136
10,LIGHT,42.235,-71.127,1,02136
11,LIGHT,42.236,-71.127,6,02136
12,LIGHT,42.236,-71.131,1,02136
13,LIGHT,42.236,-71.135,2,02136
14,LIGHT,42.236,-71.136,3,02136
15,LIGHT,42.236,-71.138,2,02136
16,LIGHT,42.236,-71.139,2,02136
17,LIGHT,42.236,-71.140,2,02136
18,LIGHT,42.236,-71.141,1,02136
19,LIGHT,42.237,-71.131,1,02136
20,LIGHT,42.237,-71.132,10,02136
21,LIGHT,42.237,-71.133,3,02136
22,LIGHT,42.237,-71.134,3,02136
23,LIGHT,42.237,-71.135,7,02136
24,LIGHT,42.237,-71.137,1,02136
25,LIGHT,42.237,-71.138,1,02136
26,LIGHT,42.237,-71.140,2,02136
27,LIGHT,42.237,-71.141,1,02136
28,LIGHT,42.238,-71.131,2,02136
29,LIGHT,42.238,-71.132,16,02136
30,LIGHT,42.238,-71.133,25,02136
31,LIGHT,42.238,-71.134,14,02136
32,LIGHT,42.238,-71.135,2,02136
33,LIGHT,42.238,-71.137,1,02136
34,LIGHT,42.239,-71.130,1,02136
35,LIGHT,42.239,-71.131,6,02136
36,LIGHT,42.239,-71.132,7,02136
37,LIGHT,42.239,-71.133,15,02136
38,LIGHT,42.239,-71.134,3,02136
39,LIGHT,42.239,-71.135,3,02136
40,LIGHT,42.239,-71.137,5,02136
41,LIGHT,42.240,-71.126,2,02136
42,LIGHT,42.240,-71.130,5,02136
43,LIGHT,42.240,-71.131,2,02136
44,LIGHT,42.240,-71.133,1,02136
45,LIGHT,42.240,-71.137,1,02136
46,LIGHT,42.241,-71.120,1,02136
47,LIGHT,42.241,-71.121,1,02136
48,LIGHT,42.241,-71.126,5,02136
49,LIGHT,42.241,-71.129,3,02136
50,LIGHT,42.241,-71.130,2,02136
51,LIGHT,42.241,-71.133,1,02136
52,LIGHT,42.242,-71.120,1,02136
53,LIGHT,42.242,-71.121,1,02136
54,LIGHT,42.242,-71.126,3,02136
55,LIGHT,42.242,-71.127,1,02136
56,LIGHT,42.242,-71.128,1,02136
57,LIGHT,42.242,-71.129,4,02136
58,LIGHT,42.242,-71.130,2,02136
59,LIGHT,42.242,-71.132,4,02136
60,LIGHT,42.242,-71.133,5,02136
61,LIGHT,42.242,-71.134,1,02136
62,LIGHT,42.243,-71.121,1,02136
63,LIGHT,42.243,-71.122,1,02136
64,LIGHT,42.243,-71.124,4,02136
65,LIGHT,42.243,-71.125,13,02136
66,LIGHT,42.243,-71.126,12,02136
67,LIGHT,42.243,-71.127,3,02136
68,LIGHT,42.243,-71.128,3,02136
69,LIGHT,42.243,-71.129,1,02136
70,LIGHT,42.243,-71.131,2,02136
71,LIGHT,42.243,-71.132,2,02136
72,LIGHT,42.243,-71.133,1,02136
73,LIGHT,42.244,-71.117,1,02136
74,LIGHT,42.244,-71.120,1,02136
75,LIGHT,42.244,-71.124,2,02136
76,LIGHT,42.244,-71.125,8,02136
77,LIGHT,42.244,-71.126,13,02136
78,LIGHT,42.244,-71.129,3,02136
79,LIGHT,42.244,-71.131,1,02136
80,LIGHT,42.244,-71.133,1,02136
81,LIGHT,42.244,-71.134,2,02136
82,LIGHT,42.244,-71.135,1,02136
83,LIGHT,42.244,-71.136,1,02136
84,LIGHT,42.244,-71.143,1,02136
85,LIGHT,42.245,-71.125,2,02136
86,LIGHT,42.245,-71.126,4,02136
87,LIGHT,42.245,-71.128,1,02136
88,LIGHT,42.245,-71.129,6,02136
89,LIGHT,42.245,-71.130,2,02136
90,LIGHT,42.245,-71.136,4,02136
91,LIGHT,42.246,-71.128,6,02136
92,LIGHT,42.246,-71.129,2,02136
93,LIGHT,42.246,-71.130,2,02136
94,LIGHT,42.246,-71.133,3,02136
95,LIGHT,42.247,-71.116,1,02136
96,LIGHT,42.247,-71.117,1,02136
97,LIGHT,42.247,-71.124,3,02136
98,LIGHT,42.247,-71.125,1,02136
99,LIGHT,42.247,-71.127,6,02136
100,LIGHT,42.247,-71.128,10,02136
101,LIGHT,42.247,-71.129,1,02136
102,LIGHT,42.247,-71.130,3,02136
103,LIGHT,42.247,-71.131,2,02136
104,LIGHT,42.247,-71.132,3,02136
105,LIGHT,42.247,-71.133,5,02136
106,LIGHT,42.247,-71.134,2,02136
107,LIGHT,42.247,-71.135,3,02136
108,LIGHT,42.247,-71.136,4,02136
109,LIGHT,42.247,-71.137,3,02136
110,LIGHT,42.248,-71.109,4,02136
111,LIGHT,42.248,-71.110,2,02136
112,LIGHT,42.248,-71.116,1,02136
113,LIGHT,42.248,-71.126,9,02136
114,LIGHT,42.248,-71.127,6,02136
115,LIGHT,42.248,-71.128,1,02136
116,LIGHT,42.248,-71.129,7,02136
117,LIGHT,42.248,-71.130,1,02136
118,LIGHT,42.248,-71.133,1,02136
119,LIGHT,42.248,-71.134,16,02136
120,LIGHT,42.248,-71.135,13,02136
121,LIGHT,42.248,-71.136,10,02136
122,LIGHT,42.248,-71.137,7,02136
123,LIGHT,42.249,-71.110,1,02136
124,LIGHT,42.249,-71.122,2,02136
125,LIGHT,42.249,-71.123,1,02136
126,LIGHT,42.249,-71.126,14,02136
127,LIGHT,42.249,-71.127,8,02136
128,LIGHT,42.249,-71.128,2,02136
129,LIGHT,42.249,-71.129,4,02136
130,LIGHT,42.249,-71.130,2,02136
131,LIGHT,42.249,-71.133,1,02136
132,LIGHT,42.249,-71.134,1,02136
133,LIGHT,42.249,-71.135,3,02136
134,LIGHT,42.249,-71.136,5,02136
135,LIGHT,42.249,-71.137,4,02136
136,LIGHT,42.249,-71.138,2,02136
137,LIGHT,42.250,-71.114,1,02136
138,LIGHT,42.250,-71.123,1,02136
139,LIGHT,42.250,-71.125,4,02136
140,LIGHT,42.250,-71.126,9,02136
141,LIGHT,42.250,-71.127,4,02136
142,LIGHT,42.250,-71.131,1,02136
143,LIGHT,42.251,-71.117,1,02136
144,LIGHT,42.251,-71.118,1,02136
145,LIGHT,42.251,-71.121,2,02136
146,LIGHT,42.251,-71.122,4,02136
147,LIGHT,42.251,-71.123,2,02136
148,LIGHT,42.251,-71.124,10,02136
149,LIGHT,42.251,-71.125,11,02136
150,LIGHT,42.251,-71.126,4,02136
151,LIGHT,42.251,-71.127,1,02136
152,LIGHT,42.251,-71.133,5,02136
153,LIGHT,42.252,-71.110,3,02136
154,LIGHT,42.252,-71.116,2,02136
155,LIGHT,42.252,-71.118,3,02136
156,LIGHT,42.252,-71.120,1,02136
157,LIGHT,42.252,-71.121,2,02136
158,LIGHT,42.252,-71.123,5,02136
159,LIGHT,42.252,-71.124,12,02136
160,LIGHT,42.252,-71.125,8,02136
161,LIGHT,42.252,-71.126,2,02136
162,LIGHT,42.252,-71.146,1,02136
163,LIGHT,42.253,-71.118,1,02136
164,LIGHT,42.253,-71.119,12,02136
165,LIGHT,42.253,-71.120,1,02136
166,LIGHT,42.253,-71.124,10,02136
167,LIGHT,42.253,-71.125,6,02136
168,LIGHT,42.253,-71.126,6,02136
169,LIGHT,42.253,-71.127,1,02136
170,LIGHT,42.253,-71.129,4,02136
171,LIGHT,42.253,-71.137,2,02136
172,LIGHT,42.253,-71.145,5,02136
173,LIGHT,42.254,-71.109,8,02136
174,LIGHT,42.254,-71.110,7,02136
175,LIGHT,42.254,-71.117,1,02136
176,LIGHT,42.254,-71.118,10,02136
177,LIGHT,42.254,-71.119,6,02136
178,LIGHT,42.254,-71.120,4,02136
179,LIGHT,42.254,-71.123,1,02136
180,LIGHT,42.254,-71.124,13,02136
181,LIGHT,42.254,-71.125,11,02136
182,LIGHT,42.254,-71.126,1,02136
183,LIGHT,42.254,-71.128,4,02136
184,LIGHT,42.254,-71.133,1,02136
185,LIGHT,42.254,-71.134,4,02136
186,LIGHT,42.254,-71.136,1,02136
187,LIGHT,42.254,-71.137,2,02136
188,LIGHT,42.254,-71.138,2,02136
189,LIGHT,42.254,-71.139,4,02136
190,LIGHT,42.254,-71.144,7,02136
191,LIGHT,42.254,-71.145,13,02136
192,LIGHT,42.254,-71.146,6,02136
193,LIGHT,42.255,-71.117,2,02136
194,LIGHT,42.255,-71.118,1,02136
195,LIGHT,42.255,-71.120,19,02136
196,LIGHT,42.255,-71.121,8,02136
197,LIGHT,42.255,-71.122,8,02136
198,LIGHT,42.255,-71.123,11,02136
199,LIGHT,42.255,-71.124,32,02136
200,LIGHT,42.255,-71.125,14,02136
201,LIGHT,42.255,-71.126,2,02136
202,LIGHT,42.255,-71.127,2,02136
203,LIGHT,42.255,-71.128,1,02136
204,LIGHT,42.255,-71.133,2,02136
205,LIGHT,42.255,-71.134,1,02136
206,LIGHT,42.255,-71.135,2,02136
207,LIGHT,42.255,-71.139,5,02136
208,LIGHT,42.255,-71.140,6,02136
209,LIGHT,42.255,-71.142,1,02136
210,LIGHT,42.255,-71.143,2,02136
211,LIGHT,42.255,-71.144,8,02136
212,LIGHT,42.255,-71.145,13,02136
213,LIGHT,42.255,-71.146,3,02136
214,LIGHT,42.256,-71.120,11,02136
215,LIGHT,42.256,-71.121,9,02136
216,LIGHT,42.256,-71.122,19,02136
217,LIGHT,42.256,-71.123,20,02136
218,LIGHT,42.256,-71.124,3,02136
219,LIGHT,42.256,-71.125,2,02136
220,LIGHT,42.256,-71.132,3,02136
221,LIGHT,42.256,-71.133,2,02136
222,LIGHT,42.256,-71.134,4,02136
223,LIGHT,42.256,-71.135,2,02136
224,LIGHT,42.256,-71.139,2,02136
225,LIGHT,42.256,-71.140,4,02136
226,LIGHT,42.256,-71.142,2,02136
227,LIGHT,42.256,-71.143,7,02136
228,LIGHT,42.256,-71.144,4,02136
229,LIGHT,42.256,-71.145,9,02136
230,LIGHT,42.256,-71.146,11,02136
231,LIGHT,42.256,-71.147,4,02136
232,LIGHT,42.256,-71.148,2,02136
233,LIGHT,42.257,-71.114,1,02136
234,LIGHT,42.257,-71.119,2,02136
235,LIGHT,42.257,-71.120,1,02136
236,LIGHT,42.257,-71.122,4,02136
237,LIGHT,42.257,-71.123,12,02136
238,LIGHT,42.257,-71.124,1,02136
239,LIGHT,42.257,-71.129,1,02136
240,LIGHT,42.257,-71.130,2,02136
241,LIGHT,42.257,-71.131,2,02136
242,LIGHT,42.257,-71.132,2,02136
243,LIGHT,42.257,-71.133,2,02136
244,LIGHT,42.257,-71.134,5,02136
245,LIGHT,42.257,-71.135,3,02136
246,LIGHT,42.257,-71.139,2,02136
247,LIGHT,42.257,-71.141,1,02136
248,LIGHT,42.257,-71.142,1,02136
249,LIGHT,42.257,-71.143,3,02136
250,LIGHT,42.257,-71.144,7,02136
251,LIGHT,42.257,-71.145,5,02136
252,LIGHT,42.257,-71.146,4,02136
253,LIGHT,42.257,-71.147,12,02136
254,LIGHT,42.257,-71.148,8,02136
255,LIGHT,42.257,-71.149,1,02136
256,LIGHT,42.257,-71.150,1,02136
257,LIGHT,42.257,-71.160,4,02026
258,LIGHT,42.258,-71.117,1,02136
259,LIGHT,42.258,-71.118,3,02136
260,LIGHT,42.258,-71.123,14,02136
261,LIGHT,42.258,-71.125,1,02136
262,LIGHT,42.258,-71.135,2,02136
263,LIGHT,42.258,-71.136,2,02136
264,LIGHT,42.258,-71.137,2,02136
265,LIGHT,42.258,-71.138,2,02136
266,LIGHT,42.258,-71.139,4,02136
267,LIGHT,42.258,-71.140,5,02136
268,LIGHT,42.258,-71.141,1,02136
269,LIGHT,42.258,-71.144,11,02136
270,LIGHT,42.258,-71.145,2,02136
271,LIGHT,42.258,-71.146,7,02136
272,LIGHT,42.258,-71.147,6,02136
273,LIGHT,42.258,-71.148,4,02136
274,LIGHT,42.258,-71.149,4,02136
275,LIGHT,42.258,-71.150,3,02136
276,LIGHT,42.258,-71.151,1,02136
277,LIGHT,42.258,-71.160,1,02026
278,LIGHT,42.258,-71.161,2,02026
279,LIGHT,42.259,-71.116,1,02136
280,LIGHT,42.259,-71.117,1,02136
281,LIGHT,42.259,-71.123,9,02136
282,LIGHT,42.259,-71.124,3,02136
283,LIGHT,42.259,-71.127,1,02136
284,LIGHT,42.259,-71.140,2,02136
285,LIGHT,42.259,-71.141,1,02136
286,LIGHT,42.259,-71.144,1,02136
287,LIGHT,42.259,-71.145,6,02136
288,LIGHT,42.259,-71.146,4,02136
289,LIGHT,42.259,-71.147,7,02136
290,LIGHT,42.259,-71.148,5,02136
291,LIGHT,42.259,-71.149,7,02136
292,LIGHT,42.259,-71.150,3,02136
293,LIGHT,42.259,-71.151,1,02136
294,LIGHT,42.259,-71.159,4,02026
295,LIGHT,42.259,-71.160,4,02026
296,LIGHT,42.260,-71.112,2,02136
297,LIGHT,42.260,-71.114,1,02136
298,LIGHT,42.260,-71.115,4,02136
299,LIGHT,42.260,-71.116,1,02136
300,LIGHT,42.260,-71.121,1,02136
301,LIGHT,42.260,-71.122,7,02136
302,LIGHT,42.260,-71.123,2,02136
303,LIGHT,42.260,-71.141,2,02136
304,LIGHT,42.260,-71.145,2,02136
305,LIGHT,42.260,-71.146,3,02136
306,LIGHT,42.260,-71.147,2,02136
307,LIGHT,42.260,-71.148,2,02136
308,LIGHT,42.260,-71.149,3,02136
309,LIGHT,42.260,-71.150,1,02136
310,LIGHT,42.260,-71.155,3,02132
311,LIGHT,42.260,-71.156,2,02132
312,LIGHT,42.260,-71.157,4,02026
313,LIGHT,42.261,-71.104,2,02126
314,LIGHT,42.261,-71.105,2,02136
315,LIGHT,42.261,-71.108,11,02136
316,LIGHT,42.261,-71.109,15,02136
317,LIGHT,42.261,-71.110,15,02136
318,LIGHT,42.261,-71.111,5,02136
319,LIGHT,42.261,-71.112,1,02136
320,LIGHT,42.261,-71.113,2,02136
321,LIGHT,42.261,-71.114,1,02136
322,LIGHT,42.261,-71.118,1,02136
323,LIGHT,42.261,-71.121,1,02136
324,LIGHT,42.261,-71.122,12,02136
325,LIGHT,42.261,-71.141,2,02136
326,LIGHT,42.261,-71.146,1,02136
327,LIGHT,42.261,-71.147,4,02136
328,LIGHT,42.261,-71.148,6,02136
329,LIGHT,42.261,-71.150,1,02136
330,LIGHT,42.261,-71.155,6,02132
331,LIGHT,42.261,-71.156,12,02132
332,LIGHT,42.261,-71.157,9,02132
333,LIGHT,42.261,-71.160,1,02026
334,LIGHT,42.262,-71.105,8,02126
335,LIGHT,42.262,-71.106,2,02131
336,LIGHT,42.262,-71.107,12,02131
337,LIGHT,42.262,-71.108,18,02131
338,LIGHT,42.262,-71.109,8,02136
339,LIGHT,42.262,-71.110,5,02136
340,LIGHT,42.262,-71.116,2,02136
341,LIGHT,42.262,-71.117,4,02136
342,LIGHT,42.262,-71.118,6,02136
343,LIGHT,42.262,-71.121,8,02136
344,LIGHT,42.262,-71.123,4,02136
345,LIGHT,42.262,-71.124,2,02136
346,LIGHT,42.262,-71.141,3,02136
347,LIGHT,42.262,-71.146,3,02136
348,LIGHT,42.262,-71.151,1,02132
349,LIGHT,42.262,-71.153,4,02132
350,LIGHT,42.262,-71.154,2,02132
351,LIGHT,42.262,-71.156,2,02132
352,LIGHT,42.262,-71.167,2,02026
353,LIGHT,42.263,-71.101,2,02126
354,LIGHT,42.263,-71.102,3,02126
355,LIGHT,42.263,-71.103,4,02126
356,LIGHT,42.263,-71.104,4,02126
357,LIGHT,42.263,-71.105,1,02126
358,LIGHT,42.263,-71.106,2,02131
359,LIGHT,42.263,-71.107,2,02131
360,LIGHT,42.263,-71.112,1,02131
361,LIGHT,42.263,-71.113,11,02131
362,LIGHT,42.263,-71.117,1,02136
363,LIGHT,42.263,-71.118,3,02136
364,LIGHT,42.263,-71.121,8,02136
365,LIGHT,42.263,-71.141,2,02136
366,LIGHT,42.263,-71.146,4,02136
367,LIGHT,42.263,-71.152,1,02132
368,LIGHT,42.263,-71.153,1,02132
369,LIGHT,42.263,-71.154,4,02132
370,LIGHT,42.263,-71.167,4,02026
371,LIGHT,42.263,-71.168,1,02026
372,LIGHT,42.264,-71.099,2,02126
373,LIGHT,42.264,-71.100,2,02126
374,LIGHT,42.264,-71.101,1,02126
375,LIGHT,42.264,-71.102,9,02126
376,LIGHT,42.264,-71.103,2,02126
377,LIGHT,42.264,-71.111,3,02131
378,LIGHT,42.264,-71.112,1,02131
379,LIGHT,42.264,-71.113,1,02131
380,LIGHT,42.264,-71.114,4,02131
381,LIGHT,42.264,-71.118,1,02131
382,LIGHT,42.264,-71.120,2,02136
383,LIGHT,42.264,-71.121,9,02136
384,LIGHT,42.264,-71.127,7,02136
385,LIGHT,42.264,-71.128,1,02136
386,LIGHT,42.264,-71.141,1,02136
387,LIGHT,42.264,-71.142,2,02136
388,LIGHT,42.264,-71.146,3,02136
389,LIGHT,42.264,-71.151,1,02132
390,LIGHT,42.264,-71.154,3,02132
391,LIGHT,42.264,-71.155,3,02132
392,LIGHT,42.264,-71.156,5,02132
393,LIGHT,42.264,-71.157,5,02132
394,LIGHT,42.264,-71.167,10,02132
395,LIGHT,42.264,-71.168,5,02026
396,LIGHT,42.265,-71.095,1,02126
397,LIGHT,42.265,-71.096,3,02126
398,LIGHT,42.265,-71.098,3,02126
399,LIGHT,42.265,-71.099,1,02126
400,LIGHT,42.265,-71.109,1,02131
401,LIGHT,42.265,-71.110,1,02131
402,LIGHT,42.265,-71.120,1,02131
403,LIGHT,42.265,-71.121,9,02131
404,LIGHT,42.265,-71.128,5,02136
405,LIGHT,42.265,-71.143,3,02136
406,LIGHT,42.265,-71.144,1,02136
407,LIGHT,42.265,-71.147,3,02132
408,LIGHT,42.265,-71.148,2,02132
409,LIGHT,42.265,-71.151,1,02132
410,LIGHT,42.265,-71.155,2,02132
411,LIGHT,42.265,-71.156,4,02132
412,LIGHT,42.265,-71.159,2,02132
413,LIGHT,42.265,-71.160,1,02132
414,LIGHT,42.265,-71.161,1,02132
415,LIGHT,42.265,-71.162,1,02132
416,LIGHT,42.265,-71.167,5,02132
417,LIGHT,42.265,-71.168,9,02132
418,LIGHT,42.265,-71.169,3,02132
419,LIGHT,42.265,-71.170,11,02132
420,LIGHT,42.266,-71.095,10,02126
421,LIGHT,42.266,-71.096,9,02126
422,LIGHT,42.266,-71.097,5,02126
423,LIGHT,42.266,-71.100,1,02126
424,LIGHT,42.266,-71.101,5,02126
425,LIGHT,42.266,-71.102,1,02126
426,LIGHT,42.266,-71.109,1,02131
427,LIGHT,42.266,-71.111,1,02131
428,LIGHT,42.266,-71.120,6,02131
429,LIGHT,42.266,-71.121,4,02131
430,LIGHT,42.266,-71.129,4,02131
431,LIGHT,42.266,-71.130,1,02131
432,LIGHT,42.266,-71.144,1,02132
433,LIGHT,42.266,-71.145,1,02132
434,LIGHT,42.266,-71.148,1,02132
435,LIGHT,42.266,-71.149,3,02132
436,LIGHT,42.266,-71.167,2,02132
437,LIGHT,42.266,-71.168,10,02132
438,LIGHT,42.266,-71.169,9,02132
439,LIGHT,42.266,-71.170,6,02132
440,LIGHT,42.266,-71.171,3,02132
441,LIGHT,42.266,-71.172,1,02132
442,LIGHT,42.267,-71.092,3,02126
443,LIGHT,42.267,-71.093,21,02126
444,LIGHT,42.267,-71.094,15,02126
445,LIGHT,42.267,-71.095,1,02126
446,LIGHT,42.267,-71.096,2,02126
447,LIGHT,42.267,-71.101,1,02126
448,LIGHT,42.267,-71.104,1,02126
449,LIGHT,42.267,-71.116,1,02131
450,LIGHT,42.267,-71.118,1,02131
451,LIGHT,42.267,-71.120,13,02131
452,LIGHT,42.267,-71.121,4,02131
453,LIGHT,42.267,-71.130,5,02131
454,LIGHT,42.267,-71.131,1,02131
455,LIGHT,42.267,-71.145,1,02132
456,LIGHT,42.267,-71.149,2,02132
457,LIGHT,42.267,-71.150,3,02132
458,LIGHT,42.267,-71.151,4,02132
459,LIGHT,42.267,-71.167,1,02132
460,LIGHT,42.267,-71.168,4,02132
461,LIGHT,42.267,-71.169,6,02132
462,LIGHT,42.267,-71.170,8,02132
463,LIGHT,42.267,-71.171,1,02132
464,LIGHT,42.267,-71.172,4,02132
465,LIGHT,42.267,-71.173,3,02132
466,LIGHT,42.268,-71.091,3,02126
467,LIGHT,42.268,-71.092,10,02126
468,LIGHT,42.268,-71.093,21,02126
469,LIGHT,42.268,-71.094,3,02126
470,LIGHT,42.268,-71.095,11,02126
471,LIGHT,42.268,-71.096,2,02126
472,LIGHT,42.268,-71.120,7,02131
473,LIGHT,42.268,-71.121,2,02131
474,LIGHT,42.268,-71.131,5,02131
475,LIGHT,42.268,-71.149,1,02132
476,LIGHT,42.268,-71.151,2,02132
477,LIGHT,42.268,-71.170,1,02132
478,LIGHT,42.268,-71.171,1,02132
479,LIGHT,42.268,-71.172,2,02132
480,LIGHT,42.268,-71.173,4,02132
481,LIGHT,42.269,-71.083,5,02126
482,LIGHT,42.269,-71.084,5,02126
483,LIGHT,42.269,-71.085,4,02126
484,LIGHT,42.269,-71.089,1,02126
485,LIGHT,42.269,-71.090,6,02126
486,LIGHT,42.269,-71.091,5,02126
487,LIGHT,42.269,-71.092,2,02126
488,LIGHT,42.269,-71.093,23,02126
489,LIGHT,42.269,-71.094,2,02126
490,LIGHT,42.269,-71.095,3,02126
491,LIGHT,42.269,-71.096,1,02126
492,LIGHT,42.269,-71.097,3,02126
493,LIGHT,42.269,-71.113,5,02131
494,LIGHT,42.269,-71.120,10,02131
495,LIGHT,42.269,-71.121,1,02131
496,LIGHT,42.269,-71.131,3,02131
497,LIGHT,42.269,-71.132,4,02131
498,LIGHT,42.269,-71.149,3,02132
499,LIGHT,42.269,-71.172,1,02132
500,LIGHT,42.270,-71.068,3,02126
501,LIGHT,42.270,-71.070,2,02126
502,LIGHT,42.270,-71.071,1,02126
503,LIGHT,42.270,-71.072,1,02126
504,LIGHT,42.270,-71.073,5,02126
505,LIGHT,42.270,-71.074,1,02126
506,LIGHT,42.270,-71.084,1,02126
507,LIGHT,42.270,-71.085,10,02126
508,LIGHT,42.270,-71.086,6,02126
509,LIGHT,42.270,-71.087,8,02126
510,LIGHT,42.270,-71.088,4,02126
511,LIGHT,42.270,-71.089,9,02126
512,LIGHT,42.270,-71.090,3,02126
513,LIGHT,42.270,-71.092,7,02126
514,LIGHT,42.270,-71.093,23,02126
515,LIGHT,42.270,-71.094,3,02126
516,LIGHT,42.270,-71.097,2,02126
517,LIGHT,42.270,-71.098,4,02126
518,LIGHT,42.270,-71.099,2,02126
519,LIGHT,42.270,-71.100,2,02126
520,LIGHT,42.270,-71.101,2,02126
521,LIGHT,42.270,-71.102,2,02126
522,LIGHT,42.270,-71.111,5,02131
523,LIGHT,42.270,-71.112,9,02131
524,LIGHT,42.270,-71.113,9,02131
525,LIGHT,42.270,-71.114,4,02131
526,LIGHT,42.270,-71.120,9,02131
527,LIGHT,42.270,-71.123,5,02131
528,LIGHT,42.270,-71.131,1,02131
529,LIGHT,42.270,-71.132,7,02131
530,LIGHT,42.270,-71.171,1,02132
531,LIGHT,42.270,-71.172,7,02132
532,LIGHT,42.271,-71.066,4,02124
533,LIGHT,42.271,-71.067,6,02124
534,LIGHT,42.271,-71.068,14,02126
535,LIGHT,42.271,-71.069,6,02126
536,LIGHT,42.271,-71.070,24,02126
537,LIGHT,42.271,-71.071,13,02126
538,LIGHT,42.271,-71.072,5,02126
539,LIGHT,42.271,-71.073,15,02126
540,LIGHT,42.271,-71.074,9,02126
541,LIGHT,42.271,-71.075,9,02126
542,LIGHT,42.271,-71.076,6,02126
543,LIGHT,42.271,-71.077,8,02126
544,LIGHT,42.271,-71.078,6,02126
545,LIGHT,42.271,-71.079,9,02126
546,LIGHT,42.271,-71.080,12,02126
547,LIGHT,42.271,-71.081,8,02126
548,LIGHT,42.271,-71.082,10,02126
549,LIGHT,42.271,-71.083,14,02126
550,LIGHT,42.271,-71.084,12,02126
551,LIGHT,42.271,-71.085,3,02126
552,LIGHT,42.271,-71.087,3,02126
553,LIGHT,42.271,-71.088,6,02126
554,LIGHT,42.271,-71.091,9,02126
555,LIGHT,42.271,-71.092,3,02126
556,LIGHT,42.271,-71.093,25,02126
557,LIGHT,42.271,-71.094,1,02126
558,LIGHT,42.271,-71.102,1,02126
559,LIGHT,42.271,-71.103,1,02126
560,LIGHT,42.271,-71.104,2,02126
561,LIGHT,42.271,-71.105,3,02126
562,LIGHT,42.271,-71.106,5,02131
563,LIGHT,42.271,-71.111,1,02131
564,LIGHT,42.271,-71.112,7,02131
565,LIGHT,42.271,-71.113,3,02131
566,LIGHT,42.271,-71.120,14,02131
567,LIGHT,42.271,-71.123,8,02131
568,LIGHT,42.271,-71.124,9,02131
569,LIGHT,42.271,-71.131,6,02131
570,LIGHT,42.271,-71.160,1,02132
571,LIGHT,42.271,-71.170,1,02132
572,LIGHT,42.271,-71.171,4,02132
573,LIGHT,42.271,-71.172,7,02132
574,LIGHT,42.271,-71.173,4,02132
575,LIGHT,42.272,-71.062,16,02124
576,LIGHT,42.272,-71.063,3,02124
577,LIGHT,42.272,-71.064,1,02124
578,LIGHT,42.272,-71.065,7,02124
579,LIGHT,42.272,-71.066,14,02124
580,LIGHT,42.272,-71.067,19,02124
581,LIGHT,42.272,-71.068,15,02124
582,LIGHT,42.272,-71.069,11,02126
583,LIGHT,42.272,-71.070,5,02126
584,LIGHT,42.272,-71.071,3,02126
585,LIGHT,42.272,-71.072,1,02126
586,LIGHT,42.272,-71.078,4,02126
587,LIGHT,42.272,-71.079,3,02126
588,LIGHT,42.272,-71.080,9,02126
589,LIGHT,42.272,-71.081,15,02126
590,LIGHT,42.272,-71.082,13,02126
591,LIGHT,42.272,-71.083,3,02126
592,LIGHT,42.272,-71.089,1,02126
593,LIGHT,42.272,-71.091,6,02126
594,LIGHT,42.272,-71.092,4,02126
595,LIGHT,42.272,-71.093,20,02126
596,LIGHT,42.272,-71.106,1,02131
597,LIGHT,42.272,-71.107,6,02131
598,LIGHT,42.272,-71.108,1,02131
599,LIGHT,42.272,-71.117,1,02131
600,LIGHT,42.272,-71.118,3,02131
601,LIGHT,42.272,-71.119,4,02131
602,LIGHT,42.272,-71.120,12,02131
603,LIGHT,42.272,-71.121,1,02131
604,LIGHT,42.272,-71.123,1,02131
605,LIGHT,42.272,-71.124,1,02131
606,LIGHT,42.272,-71.130,2,02131
607,LIGHT,42.272,-71.131,4,02131
608,LIGHT,42.272,-71.136,4,02131
609,LIGHT,42.272,-71.137,7,02131
610,LIGHT,42.272,-71.141,1,02132
611,LIGHT,42.272,-71.142,1,02132
612,LIGHT,42.272,-71.143,2,02132
613,LIGHT,42.272,-71.171,9,02132
614,LIGHT,42.272,-71.172,10,02132
615,LIGHT,42.272,-71.173,8,02132
616,LIGHT,42.273,-71.054,1,02122
617,LIGHT,42.273,-71.058,1,02122
618,LIGHT,42.273,-71.063,10,02124
619,LIGHT,42.273,-71.064,8,02124
620,LIGHT,42.273,-71.065,6,02124
621,LIGHT,42.273,-71.066,5,02124
622,LIGHT,42.273,-71.067,22,02124
623,LIGHT,42.273,-71.068,3,02124
624,LIGHT,42.273,-71.069,6,02124
625,LIGHT,42.273,-71.070,5,02126
626,LIGHT,42.273,-71.078,1,02126
627,LIGHT,42.273,-71.079,1,02126
628,LIGHT,42.273,-71.080,5,02126
629,LIGHT,42.273,-71.081,4,02126
630,LIGHT,42.273,-71.082,7,02126
631,LIGHT,42.273,-71.083,6,02126
632,LIGHT,42.273,-71.088,1,02126
633,LIGHT,42.273,-71.089,6,02126
634,LIGHT,42.273,-71.091,1,02126
